secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,issuer,exercise_style
106457,2016-09-19,IYG 170421P98000,1,2017-04-21,,P,98000,10,14.5,0,0,0.199223,-0.738491,0.023675,21.3954,-2.965382,112866462,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C40000,1,2016-10-21,,C,40000,46.5,51,0,0,1.745512,0.961858,0.001974,2.00507,-23.63665,112307013,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C45000,1,2016-10-21,,C,45000,41.5,46,0,0,1.515844,0.956564,0.002544,2.252984,-22.99685,110957550,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C50000,1,2016-10-21,,C,50000,36.5,41,0,0,1.310089,0.95042,0.003293,2.530813,-22.27057,110957551,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C55000,1,2016-10-21,,C,55000,31.5,36,0,0,1.122879,0.943097,0.00431,2.845655,-21.44599,110957552,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C60000,1,2016-10-21,,C,60000,26.1,31,0,0,0.880462,0.948076,0.006016,2.526465,-18.47745,110957553,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C65000,1,2016-10-21,,C,65000,21.1,26,0,0,0.728194,0.938238,0.00827,2.894252,-17.41651,110957554,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C67000,1,2016-10-21,,C,67000,19.5,24,0,0,0.726651,0.916772,0.009002,3.876633,-18.84939,110878718,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C68000,1,2016-10-21,,C,68000,18.5,23,0,0,0.69604,0.913594,0.009652,3.990347,-18.55189,110878719,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C69000,1,2016-10-21,,C,69000,17.5,22,0,0,0.665694,0.910184,0.01037,4.109408,-18.2422,110878720,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C70000,1,2016-10-21,,C,70000,16.1,21,0,0,0.583898,0.924567,0.011897,3.364578,-16.15418,110878721,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C71000,1,2016-10-21,,C,71000,15.5,20,0,0,0.605707,0.902546,0.012059,4.366349,-17.58171,110878722,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C72000,1,2016-10-21,,C,72000,14.5,19,0,0,0.576019,0.89824,0.013057,4.506834,-17.22799,110878723,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C73000,1,2016-10-21,,C,73000,13.5,18,0,0,0.546496,0.893546,0.014184,4.657907,-16.85604,110878724,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C74000,1,2016-10-21,,C,74000,12.5,17,0,0,0.517105,0.8884,0.015462,4.821777,-16.46337,110878725,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C75000,1,2016-10-21,,C,75000,11.5,16,0,0,0.487808,0.882727,0.016923,5.00024,-16.04702,110878726,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C76000,1,2016-10-21,,C,76000,10.5,15,0,0,0.458564,0.876427,0.018606,5.194147,-15.60362,110878727,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C77000,1,2016-10-21,,C,77000,9.5,14,0,0,0.429333,0.869377,0.020562,5.403519,-15.12939,110878728,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C78000,1,2016-10-21,2016-08-30,C,78000,8.5,13,0,0,0.40007,0.861414,0.02286,5.629017,-14.61984,110878729,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C79000,1,2016-10-21,2016-03-29,C,79000,7.5,12,0,10,0.370727,0.852322,0.025592,5.874581,-14.06909,110878730,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C80000,1,2016-10-21,2016-08-24,C,80000,6.5,11,0,5,0.341233,0.841811,0.028883,6.148754,-13.46867,110878731,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C81000,1,2016-10-21,,C,81000,7,9,0,0,0.348503,0.804187,0.030448,7.021412,-14.75934,110878732,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C82000,1,2016-10-21,,C,82000,6.1,8.1,0,0,0.330079,0.78024,0.034473,7.524989,-14.97796,110878733,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C83000,1,2016-10-21,2016-03-30,C,83000,5.3,6.7,0,10,0.284224,0.770005,0.041106,7.72966,-13.28333,110878734,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C84000,1,2016-10-21,,C,84000,4,7.7,0,0,0.349456,0.691791,0.038861,8.9924,-18.7972,110878735,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C85000,1,2016-10-21,2016-05-10,C,85000,3.7,5,0,17,0.256294,0.689747,0.053144,9.019102,-13.91599,110878736,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C86000,1,2016-10-21,,C,86000,3,4.3,0,0,0.249657,0.635605,0.058154,9.608047,-14.41434,110878737,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C87000,1,2016-10-21,2016-08-22,C,87000,2.4,5.7,0,1,0.346902,0.563119,0.043942,10.09052,-20.85639,110878738,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C90000,1,2016-10-21,2016-08-05,C,90000,0.8,5,0,7,0.369054,0.436983,0.041365,10.10557,-22.14838,110957555,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021C95000,1,2016-10-21,2016-07-01,C,95000,0,0.6,0,8,0.213481,0.114996,0.035312,4.988952,-6.324739,110957556,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P40000,1,2016-10-21,,P,40000,0,5,0,0,,,,,,112307014,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P45000,1,2016-10-21,,P,45000,0,5,0,0,,,,,,110957557,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P50000,1,2016-10-21,,P,50000,0,5,0,0,,,,,,110957558,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P55000,1,2016-10-21,,P,55000,0,5,0,0,,,,,,110957559,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P60000,1,2016-10-21,,P,60000,0,5,0,0,,,,,,110957560,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P65000,1,2016-10-21,2016-03-21,P,65000,0,3.9,0,20,,,,,,110957561,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P67000,1,2016-10-21,,P,67000,0,3.9,0,0,,,,,,110878739,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P68000,1,2016-10-21,,P,68000,0,0.5,0,0,0.536749,-0.04196,0.006488,2.304922,-7.260289,110878740,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P69000,1,2016-10-21,2016-08-26,P,69000,0,3.9,0,0,,,,,,110878741,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P70000,1,2016-10-21,,P,70000,0,0.5,0,0,0.486694,-0.045878,0.00769,2.473261,-7.071834,110878742,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P71000,1,2016-10-21,,P,71000,0,0.5,0,0,0.461974,-0.048097,0.008414,2.567347,-6.970314,110878743,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P72000,1,2016-10-21,,P,72000,0,3.8,0,0,,,,,,110878744,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P73000,1,2016-10-21,,P,73000,0,1,0,0,0.487392,-0.082477,0.012128,3.911034,-11.17994,110878745,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P74000,1,2016-10-21,,P,74000,0,1,0,0,0.460186,-0.086763,0.013341,4.06425,-10.96124,110878746,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P75000,1,2016-10-21,,P,75000,0,1,0,0,0.433075,-0.091509,0.014749,4.228322,-10.72868,110878747,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P76000,1,2016-10-21,,P,76000,0,1,0,0,0.40603,-0.096803,0.016397,4.40512,-10.48064,110878748,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P77000,1,2016-10-21,,P,77000,0.05,0.55,0,0,0.330767,-0.075586,0.01673,3.658818,-7.091682,110878749,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P78000,1,2016-10-21,,P,78000,0.05,3.9,0,0,,,,,,110878750,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P79000,1,2016-10-21,,P,79000,0.05,0.55,0,0,0.281241,-0.087025,0.021882,4.071669,-6.698113,110878751,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P80000,1,2016-10-21,,P,80000,0.15,0.65,0,0,0.278079,-0.111508,0.026528,4.871965,-7.934505,110878752,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P81000,1,2016-10-21,2016-09-14,P,81000,0.2,3.9,0,10,,,,,,110878753,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P82000,1,2016-10-21,,P,82000,0.35,4,0,0,0.462198,-0.276189,0.028077,8.585423,-23.21814,110878754,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P83000,1,2016-10-21,,P,83000,0.45,0.95,0,0,0.24384,-0.194661,0.043862,7.073876,-10.05983,110878755,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P84000,1,2016-10-21,2016-07-11,P,84000,0.45,1.2,0,12,0.229253,-0.232077,0.051693,7.836767,-10.46496,110878756,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P85000,1,2016-10-21,,P,85000,0.6,1.5,0,0,0.222602,-0.284467,0.059161,8.707957,-11.27433,110878757,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P86000,1,2016-10-21,,P,86000,0.6,1.45,0,0,0.183578,-0.323113,0.075939,9.217506,-9.804874,110878758,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P87000,1,2016-10-21,2016-08-22,P,87000,1.2,5,0,1,0.351973,-0.434026,0.04336,10.09262,-20.69505,110878759,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P90000,1,2016-10-21,,P,90000,1.35,5.4,0,0,0.215939,-0.626068,0.068058,9.686283,-12.03543,110957562,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161021P95000,1,2016-10-21,,P,95000,4.5,9,0,0,,,,,,110957563,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C78000,1,2016-11-18,,C,78000,10.2,13.5,0,0,0.406776,0.79213,0.019615,10.04205,-13.06799,113183729,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C79000,1,2016-11-18,,C,79000,9.4,10.8,0,0,0.30431,0.825735,0.023467,8.999486,-8.924128,113183730,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C80000,1,2016-11-18,,C,80000,8.5,9.9,0,0,0.291959,0.806826,0.026123,9.604205,-9.127197,113183731,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C81000,1,2016-11-18,,C,81000,7.6,9.1,0,0,0.283233,0.78279,0.028922,10.31085,-9.481716,113183732,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C82000,1,2016-11-18,,C,82000,6.7,8.2,0,0,0.268074,0.760243,0.03234,10.9225,-9.489173,113183733,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C83000,1,2016-11-18,,C,83000,5.9,7.4,0,0,0.260258,0.729215,0.035548,11.65119,-9.801239,113183734,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C84000,1,2016-11-18,,C,84000,5,6.6,0,0,0.246093,0.698421,0.039608,12.28405,-9.752275,113183735,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C85000,1,2016-11-18,,C,85000,4.5,5.8,0,0,0.24554,0.656061,0.041966,12.97685,-10.24166,113183736,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C86000,1,2016-11-18,,C,86000,3.8,5.1,0,0,0.237998,0.614115,0.045042,13.50601,-10.30217,113183737,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C87000,1,2016-11-18,,C,87000,2.9,4.1,0,0,0.209531,0.571967,0.052526,13.86491,-9.326565,113183738,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C88000,1,2016-11-18,,C,88000,2.6,3.6,0,0,0.217543,0.518988,0.051404,14.09039,-9.788802,113183739,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C89000,1,2016-11-18,,C,89000,1.9,3.1,0,0,0.207578,0.464603,0.053757,14.05749,-9.304789,113183740,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C90000,1,2016-11-18,,C,90000,1.6,3.1,0,0,0.226154,0.421829,0.048603,13.84836,-9.938573,113183741,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C91000,1,2016-11-18,,C,91000,1.2,1.95,0,0,0.195261,0.351437,0.053396,13.13844,-8.145861,113183742,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C92000,1,2016-11-18,,C,92000,0.95,1.55,0,0,0.193164,0.299171,0.05055,12.29734,-7.531512,113183743,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C93000,1,2016-11-18,,C,93000,0,1.4,0,0,0.165649,0.215458,0.049685,10.36964,-5.444848,113183744,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C94000,1,2016-11-18,,C,94000,0.35,1.1,0,0,0.186719,0.202295,0.042476,9.994266,-5.894182,113183745,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C95000,1,2016-11-18,,C,95000,0,0.9,0,0,0.173657,0.146224,0.037155,8.122311,-4.455999,113183746,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C96000,1,2016-11-18,,C,96000,0.2,0.7,0,0,0.189503,0.136504,0.032499,7.744749,-4.631311,113183747,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C97000,1,2016-11-18,,C,97000,0.1,0.6,0,0,0.190671,0.110458,0.027848,6.691377,-4.012754,113183748,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118C98000,1,2016-11-18,,C,98000,0,3.9,0,0,,,,,,113183749,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P78000,1,2016-11-18,,P,78000,0.45,0.95,0,0,0.284339,-0.13134,0.021105,7.555805,-6.557796,113183750,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P79000,1,2016-11-18,,P,79000,0.55,1.05,0,0,0.275803,-0.150028,0.023813,8.260297,-6.954391,113183751,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P80000,1,2016-11-18,,P,80000,0.65,1.15,0,0,0.26558,-0.170004,0.026835,8.974226,-7.257814,113183752,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P81000,1,2016-11-18,,P,81000,0.8,1.25,0,0,0.256368,-0.193785,0.030171,9.727102,-7.593052,113183753,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P82000,1,2016-11-18,,P,82000,0.95,1.4,0,0,0.247715,-0.221393,0.033787,10.52282,-7.925934,113183754,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P83000,1,2016-11-18,,P,83000,1.15,1.9,0,0,0.254426,-0.26384,0.036173,11.57215,-8.941446,113183755,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P84000,1,2016-11-18,,P,84000,1.35,2.15,0,0,0.246743,-0.298982,0.039622,12.30145,-9.192409,113183756,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P85000,1,2016-11-18,,P,85000,1.6,2.35,0,0,0.236554,-0.336756,0.043465,12.92037,-9.244172,113183757,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P86000,1,2016-11-18,,P,86000,1.35,2.65,0,0,0.208948,-0.372374,0.051022,13.39332,-8.423997,113183758,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P87000,1,2016-11-18,,P,87000,1.65,2.8,0,0,0.193973,-0.422334,0.056877,13.84464,-8.049129,113183759,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P88000,1,2016-11-18,,P,88000,2.5,3.6,0,0,0.218212,-0.478647,0.051454,14.08774,-9.214552,113183760,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P89000,1,2016-11-18,,P,89000,2.9,3.9,0,0,0.204672,-0.534363,0.054782,14.04181,-8.571559,113183761,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P90000,1,2016-11-18,,P,90000,1.2,4.2,0,0,0.107221,-0.688045,0.094516,12.43355,-3.770591,113183762,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P91000,1,2016-11-18,,P,91000,1,4.8,0,0,,,,,,113183763,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P92000,1,2016-11-18,,P,92000,2,5.9,0,0,,,,,,113183764,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P93000,1,2016-11-18,,P,93000,4.1,6.1,0,0,0.096222,-0.928514,0.047523,4.552576,-1.079323,113183765,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P94000,1,2016-11-18,,P,94000,4.9,7.1,0,0,,,,,,113183766,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P95000,1,2016-11-18,,P,95000,6.4,7.9,0,0,0.13467,-0.921085,0.033971,4.96526,-1.755213,113183767,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P96000,1,2016-11-18,,P,96000,7.5,9.3,0,0,0.188847,-0.865827,0.033116,7.473423,-3.982544,113183768,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P97000,1,2016-11-18,,P,97000,6.5,11,0,0,,,,,,113183769,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 161118P98000,1,2016-11-18,,P,98000,7.5,12,0,0,,,,,,113183770,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 170120C100000,1,2017-01-20,2016-08-22,C,100000,0.1,0.6,0,1,0.163223,0.093768,0.020215,8.507949,-2.16455,111944087,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 170120C40000,1,2017-01-20,,C,40000,46.5,51,0,0,0.877006,0.962353,0.001687,3.862244,-5.358854,112307015,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 170120C45000,1,2017-01-20,,C,45000,41.5,46,0,0,0.760147,0.957579,0.002191,4.308413,-5.274686,111944088,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 170120C50000,1,2017-01-20,,C,50000,36.5,41,0,0,0.655619,0.952097,0.002861,4.802056,-5.17116,111944089,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 170120C55000,1,2017-01-20,,C,55000,31.5,36,0,0,0.560703,0.94548,0.003755,5.354351,-5.016239,111944090,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 170120C60000,1,2017-01-20,,C,60000,26.5,31,0,0,0.473375,0.937297,0.00501,5.986128,-4.826573,111944091,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 170120C65000,1,2017-01-20,,C,65000,21.5,26,0,0,0.392,0.926787,0.006883,6.746488,-4.607379,111944092,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
106457,2016-09-20,IYG 170120C70000,1,2017-01-20,,C,70000,16.6,21.5,0,0,0.350205,0.891936,0.010408,9.052544,-5.473418,111944093,1,0,100,0,,,,,46428777,IYG,,0,1,,%,,BLACKROCK INSTITUTIONAL TRUS,A
